,Age_Median,Age_Mean,Age_Std,MP_Median,MP_Mean,MP_Std,Starts_Median,Starts_Mean,Starts_Std,90s_Median,90s_Mean,90s_Std,Gls_Median,Gls_Mean,Gls_Std,Ast_Median,Ast_Mean,Ast_Std,G+A_Median,G+A_Mean,G+A_Std,G-PK_Median,G-PK_Mean,G-PK_Std,PK_Median,PK_Mean,PK_Std,PKatt_Median,PKatt_Mean,PKatt_Std,CrdY_Median,CrdY_Mean,CrdY_Std,CrdR_Median,CrdR_Mean,CrdR_Std,xG_Median,xG_Mean,xG_Std,npxG_Median,npxG_Mean,npxG_Std,xAG_Median,xAG_Mean,xAG_Std,npxG+xAG_Median,npxG+xAG_Mean,npxG+xAG_Std,PrgC_Median,PrgC_Mean,PrgC_Std,PrgP_Median,PrgP_Mean,PrgP_Std,PrgR_Median,PrgR_Mean,PrgR_Std,Gls.1_Median,Gls.1_Mean,Gls.1_Std,Ast.1_Median,Ast.1_Mean,Ast.1_Std,G+A.1_Median,G+A.1_Mean,G+A.1_Std,G-PK.1_Median,G-PK.1_Mean,G-PK.1_Std,G+A-PK_Median,G+A-PK_Mean,G+A-PK_Std,xG.1_Median,xG.1_Mean,xG.1_Std,xAG.1_Median,xAG.1_Mean,xAG.1_Std,xG+xAG_Median,xG+xAG_Mean,xG+xAG_Std,npxG.1_Median,npxG.1_Mean,npxG.1_Std,npxG+xAG.1_Median,npxG+xAG.1_Mean,npxG+xAG.1_Std,GA_Median,GA_Mean,GA_Std,GA90_Median,GA90_Mean,GA90_Std,SoTA_Median,SoTA_Mean,SoTA_Std,Saves_Median,Saves_Mean,Saves_Std,Save%_Median,Save%_Mean,Save%_Std,W_Median,W_Mean,W_Std,D_Median,D_Mean,D_Std,L_Median,L_Mean,L_Std,CS_Median,CS_Mean,CS_Std,CS%_Median,CS%_Mean,CS%_Std,PKatt.1_Median,PKatt.1_Mean,PKatt.1_Std,PKA_Median,PKA_Mean,PKA_Std,PKsv_Median,PKsv_Mean,PKsv_Std,PKm_Median,PKm_Mean,PKm_Std,Save%.1_Median,Save%.1_Mean,Save%.1_Std,Gls.2_Median,Gls.2_Mean,Gls.2_Std,Sh_Median,Sh_Mean,Sh_Std,SoT_Median,SoT_Mean,SoT_Std,Sot%_Median,Sot%_Mean,Sot%_Std,Sh/90_Median,Sh/90_Mean,Sh/90_Std,SoT/90_Median,SoT/90_Mean,SoT/90_Std,G/Sh_Median,G/Sh_Mean,G/Sh_Std,G/SoT_Median,G/SoT_Mean,G/SoT_Std,Dist_Median,Dist_Mean,Dist_Std,FK_Median,FK_Mean,FK_Std,PK.1_Median,PK.1_Mean,PK.1_Std,PKatt.2_Median,PKatt.2_Mean,PKatt.2_Std,xG.2_Median,xG.2_Mean,xG.2_Std,npxG.2_Median,npxG.2_Mean,npxG.2_Std,npxG/Sh_Median,npxG/Sh_Mean,npxG/Sh_Std,G-xG_Median,G-xG_Mean,G-xG_Std,np:G-xG_Median,np:G-xG_Mean,np:G-xG_Std,Cmp_Median,Cmp_Mean,Cmp_Std,Att_Median,Att_Mean,Att_Std,Cmp%_Median,Cmp%_Mean,Cmp%_Std,TotDist_Median,TotDist_Mean,TotDist_Std,PrgDist_Median,PrgDist_Mean,PrgDist_Std,Cmp.1_Median,Cmp.1_Mean,Cmp.1_Std,Att.1_Median,Att.1_Mean,Att.1_Std,Cmp%.1_Median,Cmp%.1_Mean,Cmp%.1_Std,Cmp.2_Median,Cmp.2_Mean,Cmp.2_Std,Att.2_Median,Att.2_Mean,Att.2_Std,Cmp%.2_Median,Cmp%.2_Mean,Cmp%.2_Std,Cmp.3_Median,Cmp.3_Mean,Cmp.3_Std,Att.3_Median,Att.3_Mean,Att.3_Std,Cmp%.3_Median,Cmp%.3_Mean,Cmp%.3_Std,Ast.2_Median,Ast.2_Mean,Ast.2_Std,xAG.2_Median,xAG.2_Mean,xAG.2_Std,xA_Median,xA_Mean,xA_Std,A-xAG_Median,A-xAG_Mean,A-xAG_Std,KP_Median,KP_Mean,KP_Std,1/3._Median,1/3._Mean,1/3._Std,PPA_Median,PPA_Mean,PPA_Std,CrsPA_Median,CrsPA_Mean,CrsPA_Std,PrgP.1_Median,PrgP.1_Mean,PrgP.1_Std,Live_Median,Live_Mean,Live_Std,Dead_Median,Dead_Mean,Dead_Std,FK.1_Median,FK.1_Mean,FK.1_Std,TB_Median,TB_Mean,TB_Std,Sw_Median,Sw_Mean,Sw_Std,Crs_Median,Crs_Mean,Crs_Std,TI_Median,TI_Mean,TI_Std,CK_Median,CK_Mean,CK_Std,In_Median,In_Mean,In_Std,Out_Median,Out_Mean,Out_Std,Str_Median,Str_Mean,Str_Std,Cmp.4_Median,Cmp.4_Mean,Cmp.4_Std,Off_Median,Off_Mean,Off_Std,Blocks_Median,Blocks_Mean,Blocks_Std,SCA_Median,SCA_Mean,SCA_Std,SCA90_Median,SCA90_Mean,SCA90_Std,PassLive_Median,PassLive_Mean,PassLive_Std,PassDead_Median,PassDead_Mean,PassDead_Std,TO_Median,TO_Mean,TO_Std,Sh.1_Median,Sh.1_Mean,Sh.1_Std,Fld_Median,Fld_Mean,Fld_Std,Def_Median,Def_Mean,Def_Std,GCA_Median,GCA_Mean,GCA_Std,GCA90_Median,GCA90_Mean,GCA90_Std,PassLive.1_Median,PassLive.1_Mean,PassLive.1_Std,PassDead.1_Median,PassDead.1_Mean,PassDead.1_Std,TO.1_Median,TO.1_Mean,TO.1_Std,Sh.2_Median,Sh.2_Mean,Sh.2_Std,Fld.1_Median,Fld.1_Mean,Fld.1_Std,Def.1_Median,Def.1_Mean,Def.1_Std,Tkl_Median,Tkl_Mean,Tkl_Std,TklW_Median,TklW_Mean,TklW_Std,Def3rd_Median,Def3rd_Mean,Def3rd_Std,Mid3rd_Median,Mid3rd_Mean,Mid3rd_Std,Att3rd_Median,Att3rd_Mean,Att3rd_Std,Tkl.1_Median,Tkl.1_Mean,Tkl.1_Std,Att.4_Median,Att.4_Mean,Att.4_Std,Tkl%_Median,Tkl%_Mean,Tkl%_Std,Lost_Median,Lost_Mean,Lost_Std,Blocks.1_Median,Blocks.1_Mean,Blocks.1_Std,Sh.3_Median,Sh.3_Mean,Sh.3_Std,Pass_Median,Pass_Mean,Pass_Std,Int_Median,Int_Mean,Int_Std,Tkl+Int_Median,Tkl+Int_Mean,Tkl+Int_Std,Clr_Median,Clr_Mean,Clr_Std,Err_Median,Err_Mean,Err_Std,Touches_Median,Touches_Mean,Touches_Std,DefPen_Median,DefPen_Mean,DefPen_Std,Def3rd.1_Median,Def3rd.1_Mean,Def3rd.1_Std,Mid3rd.1_Median,Mid3rd.1_Mean,Mid3rd.1_Std,Att3rd.1_Median,Att3rd.1_Mean,Att3rd.1_Std,AttPen_Median,AttPen_Mean,AttPen_Std,Live.1_Median,Live.1_Mean,Live.1_Std,Att.5_Median,Att.5_Mean,Att.5_Std,Succ_Median,Succ_Mean,Succ_Std,Succ%_Median,Succ%_Mean,Succ%_Std,Tkld_Median,Tkld_Mean,Tkld_Std,Tkld%_Median,Tkld%_Mean,Tkld%_Std,Carries_Median,Carries_Mean,Carries_Std,TotDist.1_Median,TotDist.1_Mean,TotDist.1_Std,PrgDist.1_Median,PrgDist.1_Mean,PrgDist.1_Std,PrgC.1_Median,PrgC.1_Mean,PrgC.1_Std,1/3..1_Median,1/3..1_Mean,1/3..1_Std,CPA_Median,CPA_Mean,CPA_Std,Mis_Median,Mis_Mean,Mis_Std,Dis_Median,Dis_Mean,Dis_Std,Rec_Median,Rec_Mean,Rec_Std,PrgR.1_Median,PrgR.1_Mean,PrgR.1_Std,MP.1_Median,MP.1_Mean,MP.1_Std,Mn/MP_Median,Mn/MP_Mean,Mn/MP_Std,Min%_Median,Min%_Mean,Min%_Std,90s.1_Median,90s.1_Mean,90s.1_Std,Starts.1_Median,Starts.1_Mean,Starts.1_Std,Mn/Start_Median,Mn/Start_Mean,Mn/Start_Std,Compl_Median,Compl_Mean,Compl_Std,Subs_Median,Subs_Mean,Subs_Std,Mn/Sub_Median,Mn/Sub_Mean,Mn/Sub_Std,unSub_Median,unSub_Mean,unSub_Std,PPM_Median,PPM_Mean,PPM_Std,onG_Median,onG_Mean,onG_Std,onGA_Median,onGA_Mean,onGA_Std,+/-_Median,+/-_Mean,+/-_Std,+/-90_Median,+/-90_Mean,+/-90_Std,On-Off_Median,On-Off_Mean,On-Off_Std,onxG_Median,onxG_Mean,onxG_Std,onxGA_Median,onxGA_Mean,onxGA_Std,xG+/-_Median,xG+/-_Mean,xG+/-_Std,xG+/-90_Median,xG+/-90_Mean,xG+/-90_Std,On-Off.1_Median,On-Off.1_Mean,On-Off.1_Std,CrdY.1_Median,CrdY.1_Mean,CrdY.1_Std,CrdR.1_Median,CrdR.1_Mean,CrdR.1_Std,2CrdY_Median,2CrdY_Mean,2CrdY_Std,Fls_Median,Fls_Mean,Fls_Std,Fld.2_Median,Fld.2_Mean,Fld.2_Std,Off.1_Median,Off.1_Mean,Off.1_Std,Crs.1_Median,Crs.1_Mean,Crs.1_Std,Int.1_Median,Int.1_Mean,Int.1_Std,TklW.1_Median,TklW.1_Mean,TklW.1_Std,PKwon_Median,PKwon_Mean,PKwon_Std,PKcon_Median,PKcon_Mean,PKcon_Std,OG_Median,OG_Mean,OG_Std,Recov_Median,Recov_Mean,Recov_Std,Won_Median,Won_Mean,Won_Std,Lost.1_Median,Lost.1_Mean,Lost.1_Std,Won%_Median,Won%_Mean,Won%_Std
all,25.0,25.49898580121704,4.127355078609051,23.0,22.657200811359026,10.136975196396456,16.0,16.941176470588236,11.16717880007933,15.8,16.86997971602434,10.546458938326131,1.0,2.4239350912778903,3.8159905228623145,1.0,1.7363083164300204,2.4733210948198985,2.0,4.1602434077079105,5.627375879593064,1.0,2.22920892494929,3.3523136627191614,0.0,0.1947261663286004,0.8425984394403265,0.0,0.21703853955375255,0.9280814158064703,3.0,3.3204868154158214,2.8425351830002246,0.0,0.11764705882352941,0.3408993085853573,1.1,2.436105476673428,3.5713907594005625,1.1,2.263894523326572,3.1127254293638162,1.0,1.7545638945233266,2.1934224618187006,2.3,4.020892494929006,4.785716129967441,17.0,28.851926977687626,32.30420039482678,44.0,59.33265720081136,57.58096887040902,30.0,58.65314401622718,71.19981741016905,0.07,0.13833671399594324,0.19253146773460722,0.05,0.09965517241379311,0.13771539949751757,0.15,0.23791075050709937,0.2652064239472544,0.07,0.12997971602434077,0.18093198087000828,0.15,0.22947261663286003,0.252532147516143,0.08,0.14898580121703855,0.17755849202633947,0.07,0.10456389452332657,0.10638203166524242,0.17,0.2536713995943205,0.2400256370399873,0.08,0.14127789046653144,0.16532116396298882,0.17,0.2461663286004057,0.2274793583106576,28.0,33.54054054054054,22.296729449498734,1.64,1.711081081081081,0.6241206426457759,80.0,98.43243243243244,65.49238316210712,56.0,65.97297297297297,44.935439173259375,67.7,66.88378378378378,8.464977308938332,6.0,8.054054054054054,6.624642321354859,4.0,4.4324324324324325,3.041751510602444,6.0,8.027027027027026,6.5255331263110286,3.0,4.243243243243243,3.8758899007224823,20.0,20.145945945945947,14.571215815103773,2.0,2.891891891891892,2.632951278021003,2.0,2.5945945945945947,2.565361783663482,0.0,0.21621621621621623,0.4793012932694109,0.0,0.08108108108108109,0.2767247306920301,0.0,9.720689655172412,21.936896175008524,1.0,2.4239350912778903,3.8159905228623145,12.0,20.981744421906694,23.09642370601382,4.0,7.178498985801217,9.088799961174567,32.5,31.465759637188214,18.612658996849536,1.04,1.302758620689655,1.1003588183024569,0.29,0.44713995943204865,0.4712849312985762,0.08,0.09380952380952381,0.1107843933872539,0.27,0.2950253807106599,0.2569989739991643,16.3,16.521541950113377,4.757655398377806,0.0,0.5740365111561866,1.812640612624055,0.0,0.1947261663286004,0.8425984394403265,0.0,0.21703853955375255,0.9280814158064703,1.1,2.436105476673428,3.5713907594005625,1.1,2.263894523326572,3.1127254293638162,0.09,0.10156462585034015,0.07037271566070165,-0.1,-0.012170385395537522,1.3844864752600874,-0.1,-0.03468559837728193,1.3617576490892744,494.0,634.8782961460446,549.8324591414607,627.0,786.393509127789,634.048204258664,78.7,78.23569979716024,8.287743384888321,7596.0,10789.133874239351,9776.107503555068,2329.0,3816.693711967546,4159.294326470337,244.0,305.17444219066937,263.7266500201233,276.0,341.44016227180526,283.2707970851822,88.6,88.0314401622718,6.849414353560286,174.0,259.0770791075051,254.6176596061652,212.0,298.8580121703854,275.00101278768386,84.5,82.77931034482758,10.292031506536462,32.0,54.15415821501014,63.75713389026942,60.0,104.23326572008114,132.39444464343458,53.25,54.46741803278688,15.085276552953852,1.0,1.7363083164300204,2.4733210948198985,1.0,1.7545638945233266,2.1934224618187006,0.9,1.5531440162271806,1.888523117839848,-0.1,-0.01825557809330629,1.1317621519972356,9.0,15.955375253549695,18.48032453255111,29.0,47.29006085192698,50.34925826183155,8.0,13.72210953346856,16.16926026924685,1.0,2.864097363083164,4.382127069019982,44.0,59.33265720081136,57.58096887040902,567.0,713.7565922920893,584.2402557207298,38.0,69.70588235294117,87.24104949712671,8.0,18.906693711967545,27.44046430218357,1.0,2.685598377281947,4.541199778003292,2.0,4.073022312373225,5.939630438798457,10.0,26.6105476673428,42.32268667298637,5.0,27.223123732251523,54.772616748764285,0.0,8.32657200811359,23.063028781110326,0.0,4.064908722109534,11.763067713582839,0.0,2.436105476673428,8.820619473216714,0.0,0.20081135902636918,0.9295506339134624,494.0,634.8782961460446,549.8324591414607,2.0,2.9310344827586206,3.1175008141208704,12.0,14.728194726166329,13.268764753202376,25.0,37.33265720081136,37.65351893581975,2.11,2.237525354969574,1.470977898374487,19.0,27.344827586206897,26.963441800337957,0.0,3.109533468559838,7.647477557553743,1.0,2.1683569979716024,3.421900523008613,1.0,2.4259634888438133,2.950316114847014,1.0,1.5578093306288032,2.262095956860105,0.0,0.7261663286004056,1.1262142989126565,3.0,4.182555780933063,4.96237264171033,0.19,0.24835699797160243,0.26737495811756173,2.0,2.943204868154158,3.5402476075237796,0.0,0.2616632860040568,0.8004640880838726,0.0,0.3022312373225152,0.7380037147643567,0.0,0.3306288032454361,0.7228943420854079,0.0,0.26369168356997974,0.637130382464976,0.0,0.08113590263691683,0.29478724550227814,21.0,27.11156186612576,23.827072807457416,13.0,15.922920892494929,14.230325956101643,9.0,13.148073022312373,13.15048846579343,7.0,10.123732251521298,9.578245627150025,2.0,3.839756592292089,4.012262902548737,9.0,12.596348884381339,12.102935327961934,21.0,25.68559837728195,22.789700807676507,48.1,47.42989473684211,20.265821838726982,10.0,13.089249492900608,12.200399252289632,16.0,18.766734279918865,15.335686531308806,3.0,5.979716024340771,7.95027702644647,11.0,12.787018255578094,10.820095437569892,9.0,12.75050709939148,12.701250848491705,30.0,39.86206896551724,34.85377762036517,18.0,31.525354969574035,36.09762432397906,0.0,0.665314401622718,1.0967217190333638,809.0,959.9513184584179,715.6476781568614,37.0,107.02839756592292,200.98363604076525,176.0,315.1926977687627,348.03982663220995,315.0,410.13995943204867,369.209051713901,172.0,243.5496957403651,239.45452082940287,23.0,40.2393509127789,47.390047250869216,809.0,959.7342799188641,715.5345664848719,17.0,28.69371196754564,32.88056579077901,8.0,13.089249492900608,15.448450406563428,46.3,47.25908096280087,19.2006124727561,7.0,12.551724137931034,14.897886235897003,42.9,41.75404814004376,18.988796039348898,455.0,549.3833671399594,435.3724331838709,2331.0,2903.2839756592293,2280.4867189465235,1150.0,1492.9066937119676,1258.2390486196828,17.0,28.851926977687626,32.30420039482678,14.0,20.342799188640974,19.98134632830596,3.0,9.198782961460447,16.006510316104084,15.0,21.75659229208925,20.96119096271266,9.0,14.505070993914808,16.067770429978083,511.0,628.421906693712,508.08194685736805,30.0,58.65314401622718,71.19981741016905,23.0,22.657200811359026,10.136975196396456,68.0,62.72008113590264,21.457718455003942,41.5,44.39594320486815,27.75841599057323,15.8,16.86997971602434,10.546458938326131,16.0,16.941176470588236,11.16717880007933,82.0,80.07835051546392,9.001724201279073,8.0,10.766734279918865,10.232478027819962,4.0,5.716024340770791,5.203626668341165,20.0,21.26829268292683,9.69012400283974,2.0,4.880324543610548,6.39739834507077,1.29,1.325578093306288,0.5930556127753321,24.0,27.669371196754565,20.38546765902058,26.0,27.55578093306288,18.26396981889228,-2.0,0.11359026369168357,16.990052023901065,-0.2,-0.1550709939148073,1.0942585960507318,0.01,-0.051498973305954814,0.9749164844990137,23.3,26.140973630831642,18.23075287171729,24.7,26.04158215010142,17.037996607172516,-0.8,0.09817444219066944,13.030778788988659,-0.07,-0.06697768762677485,0.7687821600842126,0.0,0.05626283367556468,1.4822551209334793,3.0,3.3204868154158214,2.8425351830002246,0.0,0.11764705882352941,0.3408993085853573,0.0,0.058823529411764705,0.24401001931589245,14.0,16.904665314401623,13.679588324477782,12.0,16.373225152129816,15.708428591202063,1.0,2.920892494929006,4.647736315710081,10.0,26.6105476673428,42.32268667298637,9.0,12.75050709939148,12.701250848491705,13.0,15.922920892494929,14.230325956101643,0.0,0.19066937119675456,0.544889559757138,0.0,0.2150101419878296,0.4711362431962005,0.0,0.09939148073022312,0.33169255969182554,62.0,74.18052738336714,55.8422380909456,12.0,20.488843813387422,23.827171952500176,16.0,20.44421906693712,20.974709704878986,46.9,48.3388090349076,21.53694579019109
WestHamUnited,27.5,28.272727272727273,3.869069264008719,23.5,23.363636363636363,10.825654954542252,21.0,19.0,13.511899517515241,19.700000000000003,18.895454545454545,12.637490606570944,1.0,2.590909090909091,4.007838639812057,0.0,1.8181818181818181,2.6482044885142484,1.0,4.409090909090909,6.052619196199208,1.0,2.409090909090909,3.911632114714496,0.0,0.18181818181818182,0.5884898863364997,0.0,0.22727272727272727,0.6119304490372042,2.5,3.6363636363636362,3.498917581542075,0.0,0.13636363636363635,0.35125008665710444,1.3,2.377272727272727,3.0559749154701326,1.25,2.1954545454545453,2.9342764619201023,0.35,1.5954545454545455,2.234252250056631,1.85,3.8,4.677402616634069,10.0,25.272727272727273,31.997294257903114,33.5,54.77272727272727,52.036554750511975,28.0,53.77272727272727,64.37163810411998,0.045,0.13454545454545455,0.19973142139543468,0.0,0.06545454545454545,0.08677981292176154,0.095,0.1990909090909091,0.2342141692047624,0.045,0.12863636363636363,0.19948255573681134,0.095,0.19318181818181818,0.23026664385604637,0.07,0.1236363636363636,0.12049680709247244,0.055,0.07227272727272728,0.07341544006424561,0.11499999999999999,0.19499999999999995,0.17440374613713625,0.07,0.11363636363636362,0.11458186736567147,0.11499999999999999,0.1859090909090909,0.16299749022049947,37.0,37.0,22.627416997969522,2.1950000000000003,2.1950000000000003,0.6010407640085654,120.5,120.5,95.45941546018392,84.5,84.5,72.8319984622144,70.25,70.25,6.010407640085654,7.0,7.0,5.656854249492381,5.0,5.0,5.656854249492381,7.0,7.0,5.656854249492381,2.5,2.5,2.1213203435596424,13.600000000000001,13.600000000000001,0.9899494936611668,5.0,5.0,2.8284271247461903,4.0,4.0,1.4142135623730951,1.0,1.0,1.4142135623730951,0.0,0.0,0.0,14.3,14.3,20.22325394193526,1.0,2.590909090909091,4.007838639812057,13.0,20.136363636363637,22.4950692047866,3.0,6.590909090909091,8.710470387544774,27.8,30.721052631578942,14.605880815136242,0.9299999999999999,1.1727272727272728,0.9737418344577582,0.30000000000000004,0.3822727272727274,0.33605458482616185,0.07,0.08526315789473683,0.08071681781613156,0.32,0.3027777777777778,0.2541145076663982,17.3,16.62631578947369,5.272553893646181,0.0,0.7727272727272727,3.4077197819882605,0.0,0.18181818181818182,0.5884898863364997,0.0,0.22727272727272727,0.6119304490372042,1.3,2.377272727272727,3.0559749154701326,1.25,2.1954545454545453,2.9342764619201023,0.1,0.09052631578947369,0.04453134778639105,-0.05,0.21363636363636368,1.3065022204145125,-0.05,0.21363636363636368,1.277011188579636,483.0,569.4090909090909,450.19716940690705,668.5,742.0454545454545,565.0232592998128,75.5,75.27272727272727,6.758781365092789,8262.0,9948.5,7620.068739534972,2709.5,3885.5,3596.89359030817,148.5,273.27272727272725,249.36857055909027,167.5,310.0,277.4188856138639,88.6,87.49545454545454,6.317359098074604,186.0,218.63636363636363,174.50079695671346,217.0,261.04545454545456,203.84365560579982,81.1,82.0909090909091,10.49539169127321,53.5,60.40909090909091,59.08400725593951,95.0,123.5,128.3732467307362,49.8,47.06363636363637,15.856305504196879,0.0,1.8181818181818181,2.6482044885142484,0.35,1.5954545454545455,2.234252250056631,0.35,1.4000000000000001,1.9223002094465094,0.0,0.2227272727272727,0.9190739740069729,5.0,13.863636363636363,16.954548356022638,26.5,44.5,43.92715832028334,5.0,10.227272727272727,13.807974984050816,0.5,3.227272727272727,5.639417549980698,33.5,54.77272727272727,52.036554750511975,576.0,660.1818181818181,497.8655045351712,39.5,78.63636363636364,106.56299074102132,10.5,19.5,25.067052935220424,1.0,2.727272727272727,6.280596105935124,4.0,7.181818181818182,8.358835437435639,7.0,30.045454545454547,47.52390603708458,3.0,32.68181818181818,84.00362030953323,0.0,7.5,25.824960240600014,0.0,4.2272727272727275,14.530532118142256,0.0,2.772727272727273,11.283919524121037,0.0,0.0,0.0,483.0,569.4090909090909,450.19716940690705,2.0,3.227272727272727,3.0226418306447824,9.5,18.681818181818183,20.01519985181824,16.5,35.45454545454545,36.92686113919072,1.935,1.9840909090909091,1.3513120928543385,12.5,23.454545454545453,22.97354021006666,0.5,4.136363636363637,11.230466447275312,0.0,2.6363636363636362,5.44710892777037,1.0,1.9545454545454546,2.1707420878863553,1.0,2.1363636363636362,3.2115187705901413,1.0,1.1363636363636365,1.245772070624499,1.5,4.7272727272727275,6.056730362496146,0.16,0.2090909090909091,0.2134280092947389,1.0,3.1818181818181817,4.1591707465192265,0.0,0.5,1.535298947157477,0.0,0.36363636363636365,0.7895420339517227,0.0,0.36363636363636365,0.7895420339517225,0.0,0.18181818181818182,0.5010810823432181,0.0,0.13636363636363635,0.35125008665710444,19.0,31.045454545454547,30.228459111568032,11.0,19.318181818181817,19.46764437442747,11.5,15.909090909090908,16.393695335501594,7.5,11.5,11.669047376142863,1.5,3.6363636363636362,4.82597588991525,9.5,13.954545454545455,14.123527391343353,16.0,27.545454545454547,25.24871948233881,49.05,49.53181818181818,18.04709147819977,8.5,13.590909090909092,12.195467897109861,18.5,22.045454545454547,19.216751801060184,3.0,8.090909090909092,9.640732489999031,8.5,13.954545454545455,13.040147796150723,8.5,16.363636363636363,15.609964627474197,31.0,47.40909090909091,44.07964554661428,15.0,41.13636363636363,45.717867148669306,0.0,0.4090909090909091,0.8540709744729824,898.5,946.0,693.2218087960564,51.5,118.27272727272727,181.0149117293884,224.0,331.45454545454544,292.8042946719788,299.0,412.04545454545456,357.5183614695598,108.5,212.4090909090909,221.48323791051249,22.5,34.0,40.96688558196381,898.5,945.7272727272727,692.9379262942458,12.5,33.86363636363637,50.30601162082724,6.0,16.045454545454547,27.06689644412309,46.2,46.20952380952381,25.15000804695507,6.5,14.590909090909092,19.687218698601896,41.9,44.24285714285715,22.03716341611532,445.5,506.8181818181818,361.8736475574545,2329.0,2752.4545454545455,2009.9831728097513,1216.5,1307.8181818181818,982.4276847911788,10.0,25.272727272727273,31.997294257903114,9.5,16.681818181818183,17.99837655016581,2.0,7.636363636363637,13.105961764259568,11.5,23.136363636363637,27.31700230110571,8.0,18.045454545454547,26.576891632227586,408.5,564.2727272727273,425.77885852122387,28.0,53.77272727272727,64.37163810411998,23.5,23.363636363636363,10.825654954542252,76.0,64.72727272727273,24.31966051255419,51.95,49.7590909090909,33.24497325541482,19.700000000000003,18.895454545454545,12.637490606570944,21.0,19.0,13.511899517515241,85.5,82.5,7.601691541079149,15.0,13.954545454545455,11.74927463911941,3.0,4.363636363636363,4.30443242810693,23.0,22.176470588235293,9.799459769023283,3.0,7.2727272727272725,9.371597506660207,1.335,1.2813636363636365,0.32142977392752464,30.0,29.818181818181817,21.257237117512002,39.0,36.77272727272727,24.11072043359219,-5.5,-6.954545454545454,6.027534224802778,-0.365,-0.5472727272727274,0.5805267051663131,-0.039999999999999994,-0.04863636363636363,0.9588400504903006,26.05,25.95909090909091,17.380549037601913,36.650000000000006,35.304545454545455,23.256529595603226,-9.65,-9.35,6.159758034827265,-0.51,-0.5618181818181817,0.3004066507988061,-0.05,-0.060909090909090885,0.4682175836378912,2.5,3.6363636363636362,3.498917581542075,0.0,0.13636363636363635,0.35125008665710444,0.0,0.13636363636363635,0.35125008665710444,14.5,17.545454545454547,15.321094306084364,6.5,17.772727272727273,20.609595125945855,1.0,3.227272727272727,5.562902789541396,7.0,30.045454545454547,47.52390603708458,8.5,16.363636363636363,15.609964627474197,11.0,19.318181818181817,19.46764437442747,0.0,0.18181818181818182,0.5010810823432181,0.0,0.45454545454545453,0.5958006000151015,0.0,0.18181818181818182,0.5010810823432181,62.5,82.22727272727273,67.6235601506301,20.0,25.90909090909091,26.354558819353638,23.0,25.59090909090909,23.526396706494218,50.95,50.4909090909091,23.849306850083448
